,age,sex,smoker,pren_prod,pren_comp,point_sales,product_type,dist_channel,pay_freq,pay_method,profession,evento,time
6423,46,0,1,46.0,0.0,0,7,2,3,1,1,True,990.0
552,37,1,1,240.27,0.0,0,1,1,0,0,1,True,463.0
6850,31,1,1,33.5,0.0,1,8,2,0,1,1,True,1444.0
516,51,0,1,58.5,31.5,1,7,2,3,1,1,True,3363.0
3889,34,1,0,58.24,0.11,0,9,2,3,1,1,False,69.0
2726,23,0,1,56.0,0.0,1,8,2,3,1,1,True,208.0
5347,54,0,1,32.72,0.0,1,3,2,1,1,1,True,96.0
4389,29,0,1,45.6,0.0,1,8,2,3,1,1,False,4094.0
3593,47,1,1,114.0,0.0,1,7,2,3,1,1,True,924.0
2706,43,1,1,93.0,0.0,0,7,2,3,1,1,False,1995.0
2311,40,1,1,31.6,0.0,0,7,2,3,1,1,True,210.0
6544,42,1,1,42.5,0.0,0,7,2,3,1,1,False,2131.0
5471,57,1,1,38.4,0.0,0,3,2,0,1,1,False,5017.0
4282,27,1,1,25.0,0.45,1,10,2,3,1,2,False,40.0
7097,30,1,1,48.0,0.0,1,7,2,3,1,1,True,829.0
7780,46,1,1,76.5,0.0,1,8,2,3,1,1,True,238.0
1490,45,1,1,24.52,0.0,0,2,2,3,1,2,True,105.0
6679,31,0,1,31.2,0.0,1,8,2,1,1,1,False,3347.0
5498,55,1,1,1097.49,0.0,1,1,1,0,0,2,False,2756.0
1956,38,1,1,24.48,0.87,3,2,2,3,1,1,True,393.0
85,47,1,1,31.16,0.0,1,2,2,3,1,1,False,989.0
191,36,0,1,58.63,0.0,3,4,3,3,1,1,False,121.0
7227,30,1,1,34.45,0.11,1,7,2,3,1,2,False,2830.0
2110,28,0,1,480.0,1.13,3,7,1,3,1,1,False,821.0
5516,28,0,1,37.5,0.0,0,8,2,3,0,1,True,134.0
3429,26,1,1,43.0,0.0,0,7,2,3,1,1,True,493.0
7303,57,1,1,2001.6,986.4,0,8,1,3,1,1,False,395.0
775,58,1,1,136.8,0.56,1,7,2,3,0,1,True,2072.0
405,40,1,1,1356.0,0.0,0,8,1,0,0,1,False,4411.0
7806,34,0,1,87.64,0.0,0,0,1,1,0,1,True,436.0
7188,35,1,1,32.5,0.05,1,7,2,3,1,1,True,425.0
5357,32,1,0,92.0,0.65,0,8,2,3,1,1,True,287.0
1632,32,0,0,63.0,0.06,0,10,2,3,1,1,False,33.0
1602,38,1,1,52.0,0.0,0,8,2,3,1,1,False,1766.0
998,33,0,1,119.96,0.0,0,1,1,0,0,1,True,730.0
7535,40,0,1,36.0,3.27,0,10,2,3,1,1,False,5.0
5100,42,0,1,532.8,408.86,3,8,1,3,1,1,False,383.0
2483,29,1,1,28.47,0.0,1,2,2,1,1,1,False,486.0
4428,42,1,1,72.6,0.0,1,8,2,3,1,2,True,1862.0
81,67,1,1,2088.75,0.0,0,1,1,0,0,1,True,440.0
4359,47,1,1,465.76,0.0,0,1,1,1,0,1,False,743.0
5507,52,0,1,21.46,0.0,1,3,2,3,1,1,True,183.0
6267,36,0,1,22.25,0.43,0,8,2,3,1,1,True,302.0
2065,46,0,1,552.0,78.77,0,7,1,3,1,1,False,1825.0
7402,33,1,1,169.92,0.0,0,3,1,3,1,0,False,425.0
5038,30,1,0,40.85,0.0,0,8,2,3,1,1,True,208.0
4142,55,1,1,56.09,0.0,1,3,2,3,1,1,True,820.0
3497,45,0,1,45.0,0.0,1,7,2,3,1,1,True,1264.0
2465,50,1,1,46.75,0.0,1,8,2,3,1,1,True,578.0
3853,42,0,1,505.21,0.0,0,1,1,1,0,1,True,469.0
4105,53,0,1,25.48,1.14,1,3,2,3,1,1,True,802.0
5851,27,1,1,792.0,199.72,2,10,1,3,1,1,False,138.0
5907,29,0,1,26.6,1.57,2,8,2,3,1,1,True,29.0
5554,40,0,1,94.0,15.0,0,8,2,0,1,1,True,594.0
6673,36,1,1,45.12,24.92,3,8,2,3,1,1,False,279.0
4923,29,0,1,22.8,0.36,0,8,2,3,1,1,True,376.0
4622,34,0,1,42.0,0.0,0,8,2,3,1,1,True,378.0
5665,27,1,1,68.0,0.7,1,8,2,3,1,1,True,112.0
6780,47,1,0,53.25,64.92,0,8,2,3,1,1,True,931.0
4254,29,1,1,41.08,0.0,1,8,2,3,1,1,True,60.0
7878,45,0,1,396.97,0.0,0,2,1,3,0,1,True,928.0
2942,69,0,1,72.4,1.6,3,7,2,3,1,1,False,1020.0
1897,22,0,1,220.12,0.0,1,1,1,0,0,1,False,615.0
1262,31,0,1,66.0,0.0,1,8,2,3,1,1,False,3784.0
2947,25,0,1,181.53,0.0,0,0,1,1,1,1,True,760.0
5820,58,1,1,795.9,0.0,0,1,1,0,0,1,True,71.0
7576,56,1,1,71.95,0.0,0,3,2,3,1,2,False,1629.0
361,38,1,1,36.5,0.0,0,7,2,3,1,2,True,212.0
5788,27,1,1,38.5,0.98,1,8,2,3,1,1,False,2039.0
4363,32,0,1,19.05,0.0,0,2,2,3,1,2,False,3816.0
5175,43,1,1,29.21,0.0,1,3,2,3,1,2,True,166.0
495,30,1,0,86.0,23.25,3,9,2,3,1,2,False,125.0
2302,43,0,1,19.82,1.1,3,3,2,3,1,2,True,663.0
2402,25,0,1,58.0,0.0,1,8,2,1,1,1,True,424.0
2531,37,0,1,19.02,0.0,1,2,2,3,1,1,False,517.0
3691,49,1,1,560.18,0.0,0,3,1,0,0,1,True,1177.0
6989,30,1,1,73.0,3.14,0,8,2,3,1,1,False,2009.0
7628,34,1,1,52.8,0.82,2,8,2,3,1,1,True,849.0
152,41,0,1,38.5,0.0,1,7,2,3,1,2,True,180.0
1232,37,1,1,582.0,13.5,2,8,1,0,0,1,False,1425.0
632,31,1,1,32.4,2.76,1,8,2,3,0,1,True,210.0
880,30,0,1,38.5,0.0,1,8,2,3,1,1,False,3935.0
3843,50,0,1,33.6,0.0,0,7,2,3,1,1,False,1552.0
2234,40,0,1,865.2,186.8,0,8,1,3,1,1,False,1705.0
5754,36,0,1,44.5,0.0,1,8,2,3,1,1,True,606.0
1272,47,0,1,49.5,0.5,0,10,2,3,1,1,False,21.0
5528,23,0,1,56.0,0.0,1,8,2,3,1,1,True,161.0
5244,26,1,0,25.4,0.0,1,2,2,3,1,1,True,118.0
6918,51,1,1,39.36,0.0,0,3,2,3,1,2,False,1794.0
1567,47,1,1,58.5,0.0,0,8,2,3,1,1,False,2404.0
3319,39,1,1,45.58,0.0,0,8,2,3,1,1,True,911.0
7051,57,0,1,31.76,0.0,0,3,2,3,1,1,True,210.0
5691,34,0,1,42.0,16.17,0,8,2,3,1,1,False,639.0
2318,46,0,1,26.0,0.42,1,8,2,1,1,1,True,449.0
2861,40,0,1,41.2,0.0,1,8,2,3,1,1,True,847.0
4806,26,0,1,40.7,0.3,1,8,2,3,1,2,True,973.0
3711,35,1,1,32.5,1.0,0,7,2,3,1,1,False,1794.0
600,37,0,1,47.0,0.0,0,8,2,3,1,2,True,2371.0
1968,44,0,1,60.0,0.0,1,8,2,3,1,1,True,294.0
2000,25,0,1,29.2,0.0,1,8,2,3,1,1,True,334.0
5251,44,1,1,3817.6,0.0,0,1,1,1,0,1,True,444.0
6208,57,0,1,68.0,3.93,3,7,2,3,1,1,True,1017.0
1363,45,1,1,77.91,0.0,1,8,2,3,1,1,False,1902.0
3486,42,1,1,96.8,0.0,3,8,2,3,1,2,True,181.0
4750,45,1,1,73.5,25.5,0,8,2,3,0,2,True,1542.0
584,35,1,1,32.5,0.0,3,7,2,3,1,2,False,1035.0
7378,24,1,0,41.0,0.43,2,8,2,3,1,1,True,210.0
1150,23,0,1,19.88,0.4,1,8,2,3,1,2,True,181.0
2660,24,0,1,28.8,0.0,3,8,2,3,1,1,True,178.0
1185,40,0,1,36.0,0.69,0,7,2,3,0,1,True,607.0
1823,51,0,1,58.5,0.0,1,7,2,1,1,1,False,203.0
132,53,0,1,66.5,0.0,0,7,2,3,1,1,True,455.0
7777,46,0,1,73.6,0.0,1,7,2,1,1,1,False,1110.0
1453,54,1,1,156.35,0.0,1,3,2,0,1,1,True,1723.0
6781,49,1,1,36.0,4.68,1,8,2,3,1,2,False,2435.0
3009,55,1,1,29.45,0.0,1,3,2,1,1,2,True,1838.0
3508,38,1,1,24.48,0.0,0,2,2,3,1,1,True,1169.0
1356,35,0,1,30.0,0.3,1,10,2,3,1,1,False,126.0
6333,47,0,1,1152.0,0.0,1,7,1,3,1,1,True,360.0
3530,50,1,1,2244.0,618.0,0,8,1,3,1,1,False,851.0
2426,31,1,1,218.0,0.0,1,1,1,0,0,1,False,681.0
7562,39,1,1,37.5,4.42,1,7,2,3,1,1,False,1582.0
3719,38,1,1,36.5,0.0,1,7,2,3,1,1,True,456.0
6398,32,1,1,98.4,870.0,0,8,0,1,0,1,True,2949.0
5572,37,1,1,24.46,0.0,0,2,2,3,1,1,True,879.0
3899,35,1,1,47.0,1.61,1,8,2,3,1,1,False,3694.0
115,57,1,1,104.0,44.17,2,7,2,3,0,0,True,618.0
4963,37,1,1,3120.0,6880.0,0,7,1,1,0,1,False,1751.0
1369,33,1,1,4620.0,126.0,0,7,1,1,0,1,False,2312.0
7663,32,0,1,55.3,19.41,0,8,2,3,1,2,False,1735.0
3567,46,0,1,32.2,2.61,1,7,2,3,1,1,True,606.0
4205,40,0,1,43.2,0.32,1,7,2,1,1,2,True,506.0
4641,50,1,1,149.4,8.55,0,8,2,0,1,1,False,4449.0
2822,54,1,1,299.25,0.0,0,7,2,1,1,1,False,1404.0
5362,23,1,1,23.5,0.0,1,7,2,1,1,2,True,179.0
4062,33,0,1,16.5,17.91,1,7,2,3,1,1,True,242.0
7383,29,0,1,168.0,0.0,0,3,1,0,0,1,True,1531.0
5323,34,0,1,39.2,0.47,1,10,2,3,1,2,False,8.0
7190,55,1,1,65.8,0.0,1,7,2,3,1,1,True,98.0
625,53,1,1,1719.78,0.0,2,1,1,0,0,1,True,451.0
1184,38,1,1,24.48,0.0,2,2,2,3,1,1,False,425.0
5011,39,1,1,79.17,0.0,1,2,3,3,1,1,False,2693.0
6560,45,0,1,120.64,8.36,0,8,2,3,1,1,False,3043.0
4785,40,1,1,297.54,0.0,1,1,1,0,0,2,True,798.0
1659,37,1,1,24.66,0.0,2,2,2,3,1,2,True,547.0
6298,48,1,1,62.5,0.0,1,7,2,3,1,2,True,181.0
3466,43,1,1,69.75,5.25,0,10,2,3,1,1,False,133.0
7513,26,1,1,44.61,0.0,3,2,3,3,1,2,False,244.0
1308,38,0,1,19.8,38.37,1,7,2,3,1,1,False,790.0
2270,54,0,1,197.0,179.16,0,8,2,3,0,1,False,3408.0
5811,32,1,1,219.32,0.0,0,1,1,3,0,1,True,448.0
5947,34,0,1,19.29,0.0,3,2,2,3,1,1,False,333.0
5135,50,1,1,30.6,0.81,1,7,2,3,1,1,True,193.0
6412,38,1,0,1857.6,530.4,0,8,1,3,1,1,False,670.0
6566,66,0,1,73.0,0.0,0,7,2,3,1,1,True,941.0
3969,27,1,1,68.0,0.0,1,8,2,3,1,0,True,404.0
5393,35,0,1,42.0,0.0,1,7,2,3,1,1,True,52.0
7130,34,1,1,30.0,0.0,1,7,2,3,1,1,True,364.0
4460,35,1,1,64.74,0.0,0,2,2,3,0,1,True,1885.0
2321,41,1,1,229.14,0.0,1,0,0,1,0,1,True,807.0
5313,30,0,1,25.5,0.21,3,7,2,3,1,1,True,166.0
2457,35,0,1,44.0,0.0,1,8,2,3,1,1,True,1061.0
7091,49,1,1,179.0,196.27,0,8,2,1,1,1,False,3163.0
4225,24,1,1,12.0,28.67,0,7,2,0,1,0,True,90.0
3491,30,0,1,38.5,0.0,1,8,2,3,1,1,True,148.0
3570,46,1,1,44.0,5.0,0,7,2,3,0,2,True,346.0
6131,48,1,1,86.5,4.64,2,8,2,3,1,1,False,2100.0
6306,57,0,1,42.5,0.0,0,7,2,3,1,1,True,273.0
6693,28,0,1,37.5,26.47,0,8,2,3,0,1,True,1507.0
6003,29,0,1,38.0,0.0,1,8,2,3,1,2,True,212.0
3877,25,0,1,36.5,0.84,1,8,2,3,1,1,True,360.0
1459,29,0,1,63.0,0.14,1,8,2,3,1,1,True,86.0
578,36,0,1,35.6,0.41,0,8,2,3,1,1,True,180.0
363,21,1,1,22.2,8.43,2,8,2,3,1,2,True,183.0
5568,45,0,1,28.54,0.0,3,2,2,3,1,1,True,804.0
3473,34,0,1,42.0,0.0,1,8,2,3,1,1,False,3013.0
1564,50,1,1,262.59,0.0,0,0,0,0,0,1,True,469.0
186,31,1,1,32.4,0.0,1,8,2,3,1,2,False,2921.0
2106,25,0,0,1224.0,2649.8,0,7,1,0,0,1,True,819.0
1855,46,0,1,32.2,2.67,3,7,2,3,1,1,True,1564.0
5823,47,0,1,27.61,0.0,1,2,2,1,1,1,False,729.0
6624,33,0,1,47.0,0.0,1,7,2,1,1,1,False,486.0
5688,38,0,1,19.6,0.0,0,0,2,3,1,1,True,575.0
3173,38,1,1,19.0,0.0,1,2,2,3,1,1,False,1705.0
6714,32,0,1,528.0,0.41,1,7,1,3,1,1,True,329.0
1011,48,0,1,49.7,0.0,0,8,2,3,1,1,False,3013.0
994,49,1,1,90.0,0.0,1,8,2,3,1,1,True,429.0
3688,28,1,1,243.32,0.0,0,1,1,0,0,0,True,509.0
1506,30,0,1,35.7,0.0,1,7,2,3,1,1,False,3317.0
2048,45,0,1,40.64,0.19,0,8,2,3,0,1,True,138.0
4445,27,1,1,38.5,0.0,1,8,2,3,1,1,True,151.0
5946,27,0,0,34.5,7.5,0,7,2,1,1,1,False,3144.0
344,35,1,1,122.0,0.0,1,7,2,1,1,1,False,1947.0
3323,39,1,1,104.0,0.0,0,8,2,3,1,1,False,1491.0
118,35,0,1,327.36,0.49,1,8,1,3,1,1,True,545.0
4715,47,0,1,49.5,0.0,0,7,2,3,1,1,False,2435.0
5640,37,0,1,37.6,0.0,1,8,2,3,1,1,True,149.0
4262,46,1,1,1308.0,542.0,0,7,1,1,0,1,False,1679.0
6774,35,1,1,789.6,353.4,0,8,1,3,1,1,False,312.0
3812,37,1,1,65.0,11.5,0,7,2,3,0,0,True,35.0
2523,31,1,1,60.75,0.0,0,8,2,3,1,1,True,878.0
3602,26,0,0,32.4,0.0,0,8,2,3,1,1,True,741.0
2736,52,0,1,39.42,48.46,0,8,2,0,1,1,True,1625.0
4181,45,0,1,86.0,0.17,0,7,2,3,1,1,False,2085.0
5584,40,0,1,1692.0,1438.34,0,8,1,3,1,1,False,578.0
256,26,1,1,59.68,0.0,1,2,1,1,0,1,True,447.0
2058,50,0,1,942.0,565.51,0,8,1,0,0,1,True,26.0
450,23,1,1,532.0,0.0,1,7,1,3,1,0,False,1369.0
426,48,0,1,734.4,307.33,2,7,1,3,1,2,False,370.0
1231,31,1,1,32.4,0.4,1,8,2,3,1,2,True,177.0
4725,30,1,0,311.72,0.0,1,2,1,3,1,1,True,789.0
276,32,1,1,19.26,0.85,0,2,2,3,1,1,True,210.0
5634,34,1,1,35.2,0.0,1,8,2,3,1,1,True,355.0
7860,63,0,0,63.2,0.18,0,7,2,3,1,1,False,1186.0
5039,52,1,1,37.44,0.23,3,7,2,3,1,1,True,1090.0
691,38,0,1,59.0,0.94,1,7,2,3,1,1,False,1125.0
6723,34,1,1,25.8,0.0,3,7,2,3,1,1,True,905.0
6549,30,1,1,38.8,0.0,1,8,2,3,1,1,True,1342.0
2193,61,1,1,83.7,0.0,0,7,2,3,0,1,True,364.0
3526,25,0,1,37.0,0.0,0,7,2,3,1,1,True,140.0
2389,33,1,1,168.99,3.37,1,2,1,0,0,1,True,443.0
3033,53,0,1,163.75,17.25,1,7,2,3,1,1,False,3013.0
3732,61,0,1,1449.05,0.0,0,1,1,0,0,1,True,429.0
5882,27,1,0,19.25,61.45,0,7,2,0,1,0,True,91.0
1779,38,0,1,39.6,0.0,1,7,2,3,1,1,True,456.0
4786,33,0,1,27.5,0.31,1,7,2,3,1,1,False,190.0
2705,48,0,1,61.2,0.0,0,7,2,3,1,1,False,3255.0
2100,31,1,1,32.4,0.0,1,8,2,1,1,2,True,184.0
4512,42,0,1,27.62,0.0,1,2,2,3,1,1,False,943.0
5502,47,1,1,114.0,0.0,1,7,2,3,1,1,True,382.0
4869,27,1,1,44.0,0.0,1,7,2,3,1,2,True,135.0
7452,33,1,1,30.0,0.37,1,7,2,3,1,2,True,833.0
4144,35,1,1,32.5,0.0,1,7,2,3,1,1,True,724.0
193,30,0,1,30.8,0.42,1,8,2,3,1,1,False,395.0
3502,36,1,1,748.8,12.64,0,8,1,3,1,1,False,228.0
6023,40,1,1,56.5,0.0,1,8,2,3,1,1,False,2921.0
5654,38,1,0,40.71,0.0,1,2,2,3,1,1,True,378.0
4485,46,0,1,46.0,64.95,1,10,2,3,1,1,False,22.0
855,37,1,1,408.0,13.72,2,7,1,3,1,1,True,345.0
4829,52,0,1,350.0,0.0,0,8,2,0,1,2,False,2976.0
5877,49,1,0,110.37,0.0,1,2,2,1,1,2,True,979.0
1144,37,0,1,37.6,0.0,1,8,2,3,1,2,True,129.0
4514,21,0,1,31.05,0.0,1,8,2,1,1,2,True,807.0
1615,25,1,1,14.7,13.48,3,7,2,3,1,2,True,210.0
2797,28,0,1,37.5,29.98,0,8,2,3,1,1,False,698.0
3082,36,1,1,48.0,0.0,0,8,2,3,1,1,False,790.0
168,36,0,1,53.0,0.0,0,7,2,3,1,1,False,2039.0
5158,46,1,1,21.94,0.89,1,2,2,3,1,1,True,726.0
3646,47,1,1,40.25,0.0,1,7,2,3,1,1,True,870.0
1636,37,1,1,67.9,0.0,2,8,2,3,1,2,False,2982.0
7832,61,1,1,139.5,0.0,0,7,2,3,1,1,True,636.0
5452,45,1,1,73.5,0.0,0,8,2,3,1,1,False,1035.0
6730,23,0,1,24.85,0.83,0,8,2,3,1,1,True,209.0
665,34,1,1,40.2,0.0,1,2,2,1,1,1,False,1251.0
3346,36,1,1,92.0,56.35,2,8,2,3,0,1,True,208.0
5187,33,0,1,41.5,0.0,1,8,2,3,1,1,True,210.0
5670,33,1,1,43.5,19.12,1,8,2,3,1,1,True,699.0
2575,60,1,1,177.8,0.0,0,10,2,3,1,1,False,131.0
5579,36,1,1,76.8,0.0,1,8,2,1,1,2,False,441.0
4861,30,1,1,40.0,0.0,1,8,2,3,1,0,True,2125.0
4867,23,0,1,30.53,1.05,0,8,2,3,1,1,True,1903.0
5755,44,1,0,80.5,4.55,1,7,2,3,1,1,True,972.0
2888,55,1,1,33.38,0.0,0,0,2,3,1,1,True,135.0
7230,44,0,1,60.0,24.0,1,8,2,3,1,1,False,670.0
5749,46,1,1,44.0,0.0,1,7,2,3,1,1,True,456.0
3512,27,0,1,19.59,0.0,1,2,2,3,1,2,True,312.0
6621,48,0,1,25.5,0.02,1,7,2,3,1,2,True,196.0
7640,38,0,1,59.0,0.31,1,7,2,3,1,1,False,456.0
3980,45,1,1,147.0,0.0,0,8,2,3,1,1,True,241.0
6494,37,0,1,56.4,2.94,1,8,2,3,1,1,False,375.0
451,29,1,1,13.25,67.45,0,7,2,0,1,0,True,90.0
567,53,1,1,672.04,0.0,0,0,1,1,0,1,True,447.0
2133,39,0,1,511.2,0.0,0,8,1,3,1,2,False,1216.0
674,40,1,1,35.5,5.23,3,7,2,3,1,2,False,2190.0
1735,24,1,1,41.25,6.92,0,8,2,3,1,1,False,851.0
4114,41,0,1,30.8,1.66,1,7,2,3,1,1,True,385.0
4804,36,0,1,44.5,0.0,1,8,2,3,1,1,True,1398.0
1179,25,0,1,19.32,1.2,3,3,2,3,1,1,True,365.0
4334,29,0,1,38.0,1.48,1,8,2,3,1,1,False,1429.0
3651,53,1,1,452.7,0.0,1,3,1,1,0,1,True,343.0
2335,34,1,1,124.5,36.42,1,8,2,3,1,1,True,210.0
3000,26,1,1,60.8,0.0,3,9,2,3,1,1,False,41.0
718,44,0,1,48.0,0.0,0,8,2,3,1,1,False,3500.0
5674,32,0,1,39.5,0.11,1,8,2,3,1,1,False,1429.0
4971,27,0,1,61.0,0.0,1,8,2,3,0,1,True,2610.0
5331,46,0,1,534.85,0.0,1,0,1,0,0,1,True,433.0
976,45,1,1,84.0,0.13,0,7,2,3,1,1,True,544.0
6548,66,1,1,1821.6,150.46,0,8,1,0,1,1,False,4268.0
5651,34,0,1,48.0,0.0,1,7,2,3,1,1,True,2159.0
3905,34,0,1,72.0,0.0,0,8,2,3,1,1,True,756.0
7006,57,1,1,532.97,0.0,0,1,1,3,0,2,True,448.0
1976,23,1,1,37.5,0.0,1,8,2,3,1,1,True,148.0
2349,35,0,1,170.02,0.0,0,1,0,1,1,1,True,444.0
5412,40,0,1,92.7,0.9,3,8,3,3,1,1,True,271.0
4969,27,1,1,68.0,0.0,0,8,2,3,1,2,True,149.0
145,40,1,1,23.7,6.63,0,7,2,3,1,1,True,605.0
67,49,1,1,2210.44,0.0,1,0,1,1,0,1,False,1649.0
3911,36,1,1,76.8,0.6,0,8,2,3,1,1,False,2677.0
807,29,0,1,26.6,0.0,1,8,2,1,1,1,True,377.0
5210,31,1,1,32.4,0.73,1,8,2,1,1,1,True,900.0
4146,35,1,1,47.0,0.0,1,8,2,3,1,2,False,1476.0
2570,36,1,1,168.0,0.0,0,0,1,1,0,2,True,1170.0
1370,35,1,1,89.0,0.0,1,8,2,3,1,1,True,217.0
57,33,0,1,29.67,0.0,1,2,2,1,1,1,True,787.0
726,31,0,1,792.0,657.92,0,8,1,3,1,1,False,548.0
7908,47,1,1,33.08,0.0,1,2,2,3,1,2,True,441.0
3353,56,1,1,106.0,0.0,4,8,2,3,1,1,False,2769.0
4753,38,1,1,24.48,0.0,1,2,2,3,1,1,True,252.0
5497,36,1,1,19.14,0.0,3,2,2,3,1,1,False,305.0
7775,37,1,1,48.5,0.5,0,8,2,3,0,1,True,485.0
7798,43,0,1,59.0,0.15,2,8,2,3,1,1,True,498.0
530,48,1,1,86.5,3.12,0,8,2,3,1,2,False,2509.0
699,35,0,1,70.4,0.0,1,8,2,3,1,1,True,1877.0
6698,32,0,1,67.0,12.23,0,8,2,3,1,1,False,308.0
1093,54,0,1,858.0,0.75,1,7,1,3,1,1,False,309.0
352,44,1,1,54.4,37.1,0,8,2,1,1,2,False,532.0
5832,28,1,1,31.2,0.41,2,8,2,3,1,0,True,359.0
2640,33,1,1,24.0,3.22,0,7,2,3,1,2,False,745.0
7146,36,1,1,46.2,7.51,1,7,2,3,1,2,True,180.0
4178,45,1,0,286.5,0.29,0,8,2,3,1,1,True,367.0
773,36,1,1,66.82,5.39,0,2,3,0,0,1,True,292.0
7546,44,0,1,90.0,9.42,0,8,2,3,0,1,True,481.0
6897,36,1,1,283.5,0.0,3,7,3,3,1,2,False,1856.0
446,40,0,1,41.2,0.0,1,8,2,3,1,1,False,3627.0
3811,52,1,1,39.0,31.12,0,7,2,3,1,2,True,763.0
6824,50,0,1,78.5,1.59,2,8,2,3,1,1,True,38.0
3191,37,1,1,23.02,0.82,3,2,2,3,1,1,False,2450.0
3182,35,1,1,89.0,0.0,0,8,2,3,1,1,False,3212.0
5872,28,0,1,52.5,0.13,1,8,2,3,1,2,True,103.0
160,27,0,1,28.8,0.07,1,7,2,3,1,1,True,426.0
582,56,0,1,1497.6,0.4,2,7,1,3,0,1,True,402.0
7279,49,1,1,104.8,0.0,0,7,2,3,1,1,True,829.0
3819,34,1,1,996.0,0.0,1,8,1,3,1,1,True,11.0
1723,52,1,1,21462.52,0.0,0,7,1,1,0,1,False,517.0
5416,41,1,0,2043.6,0.0,0,7,1,3,1,1,False,2769.0
5279,27,1,0,78.0,0.0,1,8,2,3,1,1,True,699.0
4330,41,0,1,100.0,0.0,0,8,2,3,1,1,False,1659.0
6561,42,0,1,44.4,0.0,1,8,2,3,1,1,True,1027.0
2810,24,1,1,30.0,7.58,2,8,2,3,1,1,True,212.0
6985,52,0,1,36.2,0.01,1,7,2,3,1,1,True,736.0
5769,27,1,1,816.0,122.77,0,8,1,3,0,1,True,1134.0
4139,41,1,1,41.0,0.0,1,7,2,3,1,2,False,3347.0
2415,53,1,1,25.64,0.82,1,3,2,3,1,1,True,1596.0
6088,30,0,1,32.72,0.52,0,8,2,3,1,1,True,210.0
253,35,1,1,172.38,0.0,1,3,0,1,0,1,True,645.0
18,19,0,1,33.5,0.0,1,8,2,3,1,1,True,590.0
511,54,1,1,41.74,1.18,3,3,2,3,1,1,True,572.0
3920,45,1,1,147.0,0.0,2,8,2,3,1,1,False,3347.0
2004,40,1,0,534.17,0.0,0,2,1,0,0,1,True,47.0
4233,53,0,1,1952.79,0.0,1,4,1,1,0,1,False,121.0
1992,58,1,1,82.08,16.03,2,8,2,3,1,1,True,1102.0
2991,40,1,1,316.0,1851.7,2,7,4,1,0,1,True,605.0
350,44,1,1,524.45,8.82,1,2,3,1,1,1,False,2294.0
5864,36,1,1,33.0,0.0,1,7,2,3,1,1,True,1163.0
3548,51,1,1,117.0,0.0,1,8,2,3,1,1,True,188.0
3607,37,0,1,84.0,0.0,1,8,2,3,0,1,True,422.0
7898,28,1,1,90.66,0.0,1,2,0,3,1,1,False,456.0
5054,36,0,1,35.6,0.0,0,8,2,3,1,1,True,562.0
3266,27,1,1,40.0,2.41,0,7,2,3,0,1,True,1586.0
6808,51,1,1,42.9,0.0,1,7,2,3,1,1,True,803.0
1425,46,0,1,36.8,0.0,0,7,2,3,1,1,True,483.0
2419,33,0,1,462.0,11.38,3,7,1,3,1,1,True,786.0
2094,26,1,1,100.5,0.0,0,9,2,3,1,1,False,98.0
6375,35,0,1,71.24,0.01,1,8,2,3,1,2,True,218.0
6615,35,0,1,528.0,0.0,0,9,1,3,1,1,False,98.0
733,36,1,1,22.27,0.0,1,2,2,3,1,1,True,478.0
6647,46,1,1,122.4,0.0,1,8,2,3,1,1,True,638.0
3668,53,1,1,2770.73,0.0,0,3,1,0,0,1,True,437.0
6300,34,0,1,24.84,0.0,3,7,2,3,1,1,True,678.0
7473,47,0,1,69.0,0.17,0,8,2,3,1,1,True,736.0
4273,36,1,1,86.4,8.1,0,8,2,3,1,1,False,319.0
5548,33,1,1,5631.76,0.0,1,0,1,1,0,1,True,1837.0
4642,40,0,1,41.2,17.8,0,8,2,3,1,1,True,297.0
2481,35,1,1,61.0,2.0,1,7,2,3,1,2,False,309.0
4310,38,0,1,48.0,0.0,0,8,2,3,1,1,True,487.0
3566,36,1,1,92.0,0.0,0,8,2,3,1,1,False,2982.0
6955,43,0,1,33.2,0.0,1,7,2,3,1,1,False,1582.0
2067,47,0,1,35.64,0.0,0,7,2,3,1,1,False,2846.0
3338,36,0,1,79.0,18.5,0,8,2,1,1,1,False,3172.0
1762,41,0,1,49.05,0.0,0,8,2,3,1,1,True,483.0
7592,30,1,1,73.0,0.0,1,8,2,3,1,1,True,302.0
6473,52,0,1,19.46,0.0,0,3,2,3,1,2,True,738.0
2813,31,1,0,41.16,0.0,1,8,2,3,1,2,True,853.0
2667,38,1,1,63.0,19.76,4,7,2,3,1,2,True,664.0
2696,34,0,1,25.2,0.0,2,8,2,3,1,1,True,240.0
498,32,0,1,41.6,0.0,1,7,2,1,1,1,True,2106.0
3950,46,1,1,109.0,0.0,0,7,2,3,1,1,True,346.0
6045,47,0,1,135.0,0.0,0,8,2,3,1,1,True,1640.0
2671,30,1,1,48.0,0.0,1,8,2,3,1,1,False,2830.0
2632,36,0,1,26.7,15.71,1,8,2,3,1,1,True,115.0
4680,43,1,1,93.0,0.52,1,7,2,3,0,1,True,332.0
134,43,0,1,38.94,9.23,0,8,2,3,1,1,False,3043.0
6353,33,0,1,41.5,0.0,1,8,2,3,0,1,True,2643.0
6831,36,1,0,62.0,30.75,1,8,2,3,1,1,True,486.0
4487,29,1,1,47.0,0.0,1,7,2,3,1,1,True,516.0
